región,year,specie,carne,poblacion,produccion,rendimiento
Lima,2022,alpaca,79.53,46890.0,2849.0,27.915057915057915
Ica,2022,alpaca,0.0,0.0,0.0,0.0
Huánuco,2022,alpaca,41.9,6675.0,1665.0,25.165165165165167
Pasco,2022,alpaca,406.21,131131.0,17941.0,22.641435817401483
Junín,2022,alpaca,319.14,108413.0,14265.0,22.37223974763407
Huancavelica,2022,alpaca,514.42,268891.0,19986.0,25.73901731211848
Arequipa,2022,alpaca,1127.53,478172.0,45975.0,24.52485046220772
Moquegua,2022,alpaca,134.96,143990.0,4667.0,28.917934433254768
Tacna,2022,alpaca,247.63,77054.0,8763.0,28.258587241812165
Ayacucho,2022,alpaca,864.23,294675.0,33353.1,25.911534460065184
Apurímac,2022,alpaca,525.54,213474.0,20060.0,26.19840478564307
Cusco,2022,alpaca,2566.01,673455.0,95074.0,26.98960809474725
Puno,2022,alpaca,5872.93,2071135.0,209810.0,27.99165912015633
San Martín,2022,alpaca,0.0,0.0,0.0,0.0
Loreto,2022,alpaca,0.0,0.0,0.0,0.0
Ucayali,2022,alpaca,0.0,0.0,0.0,0.0
Madre de Dios,2022,alpaca,0.0,0.0,0.0,0.0
Tumbes,2021,alpaca,0.0,0.0,0.0,0.0
Piura,2021,alpaca,0.0,98.0,0.0,0.0
Lambayeque,2021,alpaca,0.0,0.0,0.0,0.0
La Libertad,2021,alpaca,43.97782275,7131.0,1412.0,31.14576682011332
Cajamarca,2021,alpaca,0.0,1196.0,0.0,0.0
Amazonas,2021,alpaca,0.0,0.0,0.0,0.0
Ancash,2021,alpaca,12.328674744248964,10940.0,433.0,28.472689940528785
Lima,2021,alpaca,88.68901999999999,46625.0,3031.0,29.260646651270203
Ica,2021,alpaca,0.0,0.0,0.0,0.0
Huánuco,2021,alpaca,42.666525,6701.0,1641.0,26.000319926873857
Pasco,2021,alpaca,404.7461235,131020.0,17614.0,22.978660355399118
Junín,2021,alpaca,289.99305000000004,105903.0,12866.0,22.5394877972952
Huancavelica,2021,alpaca,525.6352100000001,269324.0,20305.0,25.886983994090134
Arequipa,2021,alpaca,1067.4587,471546.0,43535.0,24.519552084529685
Moquegua,2021,alpaca,130.299194,144322.0,4395.0,29.64714311717861
Tacna,2021,alpaca,244.81125000000003,77128.0,8516.0,28.74721113198685
Ayacucho,2021,alpaca,804.4602850000001,296478.0,30611.0,26.280104700924507
Apurímac,2021,alpaca,540.488147,212220.0,21097.4,25.61870879824054
Cusco,2021,alpaca,2544.53355,673731.0,94213.0,27.00830617855285
Puno,2021,alpaca,5841.149699999999,2030525.0,209955.0,27.82096020575837
San Martín,2021,alpaca,0.0,0.0,0.0,0.0
Loreto,2021,alpaca,0.0,0.0,0.0,0.0
Ucayali,2021,alpaca,0.0,0.0,0.0,0.0
Madre de Dios,2021,alpaca,0.0,0.0,0.0,0.0
Tumbes,2020,alpaca,0.0,0.0,0.0,0.0
Piura,2020,alpaca,0.0,92.0,0.0,0.0
Lambayeque,2020,alpaca,0.0,0.0,0.0,0.0
La Libertad,2020,alpaca,43.434243,7650.0,1394.0,31.157993543758963
Cajamarca,2020,alpaca,0.0,1181.0,0.0,0.0
Amazonas,2020,alpaca,0.0,0.0,0.0,0.0
Ancash,2020,alpaca,10.036891431342012,11654.0,391.0,25.669799057140697
Lima,2020,alpaca,73.47343500000001,46625.0,2694.0,27.272989977728287
Ica,2020,alpaca,0.0,0.0,0.0,0.0
Huánuco,2020,alpaca,34.68104,6648.0,1317.0,26.333363705391044
Pasco,2020,alpaca,358.6601565,131241.0,16380.0,21.89622445054945
Junín,2020,alpaca,251.0172,100923.0,11213.0,22.38626594131811
Huancavelica,2020,alpaca,524.9230415000001,268457.0,20189.91,25.999275950214734
Arequipa,2020,alpaca,1016.1709,471737.0,41394.0,24.5487486109098
Moquegua,2020,alpaca,119.56921,143658.0,3828.0,31.235425809822367
Tacna,2020,alpaca,234.88195,76980.0,8252.0,28.46363911778963
Ayacucho,2020,alpaca,964.6155,295233.0,35844.0,26.91149146300636
Apurímac,2020,alpaca,548.2904,214727.0,22604.525,24.255780645689303
Cusco,2020,alpaca,2385.7074,675889.0,89538.0,26.64463579709174
Puno,2020,alpaca,5797.168499999999,2039330.0,209190.0,27.712455184282227
San Martín,2020,alpaca,0.0,0.0,0.0,0.0
Loreto,2020,alpaca,0.0,0.0,0.0,0.0
Ucayali,2020,alpaca,0.0,0.0,0.0,0.0
Madre de Dios,2020,alpaca,0.0,0.0,0.0,0.0
Tumbes,2019,alpaca,0.0,0.0,0.0,0.0
Piura,2019,alpaca,0.0,100.0,0.0,0.0
Lambayeque,2019,alpaca,0.0,0.0,0.0,0.0
La Libertad,2019,alpaca,43.0,7710.0,1377.0,31.22730573710966
Cajamarca,2019,alpaca,0.0,1190.0,0.0,0.0
Amazonas,2019,alpaca,0.0,0.0,0.0,0.0
Ancash,2019,alpaca,11.0,10200.0,390.0,28.205128205128204
Lima,2019,alpaca,76.0,46625.0,2831.0,26.845637583892614
Ica,2019,alpaca,0.0,0.0,0.0,0.0
Huánuco,2019,alpaca,34.0,6760.0,1256.0,27.07006369426752
Pasco,2019,alpaca,361.0,130778.0,15701.0,22.992166104069803
Junín,2019,alpaca,281.0,94111.0,12751.0,22.0374872559015
Huancavelica,2019,alpaca,564.0,270053.0,22349.0,25.23602845764911
Arequipa,2019,alpaca,926.0,430134.0,37588.0,24.63552197509844
Moquegua,2019,alpaca,127.0,144970.0,4117.0,30.84770463930046
Tacna,2019,alpaca,226.0,77057.0,7956.0,28.40623428858723
Ayacucho,2019,alpaca,1193.0,309833.0,44781.0,26.640762823518905
Apurímac,2019,alpaca,556.0,215340.0,22860.0,24.321959755030623
Cusco,2019,alpaca,2397.0,669365.0,90127.0,26.595803699224422
Puno,2019,alpaca,5784.0,2035280.0,209199.0,27.64831571852638
San Martín,2019,alpaca,0.0,0.0,0.0,0.0
Loreto,2019,alpaca,0.0,0.0,0.0,0.0
Ucayali,2019,alpaca,0.0,0.0,0.0,0.0
Madre de Dios,2019,alpaca,0.0,0.0,0.0,0.0
Tumbes,2018,alpaca,0.0,0.0,0.0,0.0
Piura,2018,alpaca,0.0,97.0,0.0,0.0
Lambayeque,2018,alpaca,0.0,0.0,0.0,0.0
La Libertad,2018,alpaca,38.918412,7562.0,1259.0,30.912162033359813
Cajamarca,2018,alpaca,0.0,1173.0,0.0,0.0
Amazonas,2018,alpaca,0.0,0.0,0.0,0.0
Ancash,2018,alpaca,10.847842888888888,10080.0,381.0,28.47202857976086
Lima,2018,alpaca,75.19440000000002,46870.0,2841.0,26.46758183738121
Ica,2018,alpaca,0.0,0.0,0.0,0.0
Huánuco,2018,alpaca,29.727000000000004,6670.0,1137.0,26.14511873350924
Pasco,2018,alpaca,364.390151,128330.0,15428.0,23.61875492610837
Junín,2018,alpaca,323.89341305925655,96543.0,11575.0,27.982152316134474
Huancavelica,2018,alpaca,662.7696583999999,263410.0,25355.0,26.139603959771247
Arequipa,2018,alpaca,1116.5721,422680.0,41142.0,27.139470613971127
Moquegua,2018,alpaca,143.4877,144630.0,4610.0,31.12531453362256
Tacna,2018,alpaca,209.51915,75869.0,7332.0,28.575988816148385
Ayacucho,2018,alpaca,1085.84145,259727.0,41197.0,26.357294220452943
Apurímac,2018,alpaca,562.388,215600.0,22643.0,24.837168219758865
Cusco,2018,alpaca,2310.0970500000003,671585.0,85680.0,26.961917016806723
Puno,2018,alpaca,5755.731000000001,2034020.0,209884.0,27.423391015989782
San Martín,2018,alpaca,0.0,0.0,0.0,0.0
Loreto,2018,alpaca,0.0,0.0,0.0,0.0
Ucayali,2018,alpaca,0.0,0.0,0.0,0.0
Madre de Dios,2018,alpaca,0.0,0.0,0.0,0.0
Tumbes,2017,alpaca,0.0,0.0,0.0,0.0
Piura,2017,alpaca,0.0,79.0,0.0,0.0
Lambayeque,2017,alpaca,0.0,0.0,0.0,0.0
La Libertad,2017,alpaca,36.81384499999999,7851.0,1174.0,31.35761925042589
Cajamarca,2017,alpaca,0.0,1180.0,0.0,0.0
Amazonas,2017,alpaca,0.0,0.0,0.0,0.0
Ancash,2017,alpaca,9.978286644444442,10320.0,348.0,28.673237484035752
Lima,2017,alpaca,79.8585725,46625.0,2939.0,27.17202194624021
Ica,2017,alpaca,0.0,0.0,0.0,0.0
Huánuco,2017,alpaca,25.85925,6850.0,978.0,26.4409509202454
Pasco,2017,alpaca,321.3063425,133225.0,13273.0,24.207514691478934
Junín,2017,alpaca,321.3063,91678.0,14982.0,21.44615538646376
Huancavelica,2017,alpaca,782.790381,252713.0,30246.0,25.88079022019441
Arequipa,2017,alpaca,1189.0726,421292.0,47101.0,25.245166769283028
Moquegua,2017,alpaca,144.83970000000005,145310.0,4653.0,31.12823984526113
Tacna,2017,alpaca,182.46545,78245.0,6322.0,28.86198196773173
Ayacucho,2017,alpaca,1131.67737,209143.0,42540.0,26.60266502115656
Apurímac,2017,alpaca,569.1005,215050.0,22936.0,24.81254359958144
Cusco,2017,alpaca,2267.3146500000007,674939.0,83906.0,27.022080065787915
Puno,2017,alpaca,5686.50058,2036210.0,207665.0,27.38304760070305
San Martín,2017,alpaca,0.0,0.0,0.0,0.0
Loreto,2017,alpaca,0.0,0.0,0.0,0.0
Ucayali,2017,alpaca,0.0,0.0,0.0,0.0
Madre de Dios,2017,alpaca,0.0,0.0,0.0,0.0
Tumbes,2024,llama,0.0,0.0,0.0,0.0
Piura,2024,llama,0.0,0.0,0.0,0.0
Lambayeque,2024,llama,0.0,0.0,0.0,0.0
La Libertad,2024,llama,0.0,0.0,0.0,0.0
Cajamarca,2024,llama,0.0,0.0,0.0,0.0
Amazonas,2024,llama,0.0,0.0,0.0,0.0
Ancash,2024,llama,0.0,0.0,0.0,0.0
Lima,2024,llama,70.63409,17886.0,2175.0,32.47544367816092
Ica,2024,llama,0.0,0.0,0.0,0.0
Huánuco,2024,llama,0.0,3570.0,0.0,0.0
Pasco,2024,llama,129.74100584628502,45686.0,4273.0,30.36297819945823
Junín,2024,llama,245.59515,72513.0,9372.0,26.205201664532648
Huancavelica,2024,llama,246.2005,130683.0,7363.0,33.43752546516365
Arequipa,2024,llama,373.4091,97639.0,10787.0,34.61658477797349
Moquegua,2024,llama,66.18164464541555,37812.0,2130.0,31.067142998558737
Tacna,2024,llama,161.42228999999998,27860.0,5447.0,29.63508169634661
Ayacucho,2024,llama,158.53879999999998,79048.0,5888.0,26.925747282608693
Apurímac,2024,llama,275.10040000000004,73490.0,8940.0,30.771856823266223
Cusco,2024,llama,626.2488999999999,138750.0,19736.0,31.73129813538711
Puno,2024,llama,1608.755,331970.0,39555.0,40.671343698647455
San Martín,2024,llama,0.0,0.0,0.0,0.0
Loreto,2024,llama,0.0,0.0,0.0,0.0
Ucayali,2024,llama,0.0,0.0,0.0,0.0
Madre de Dios,2024,llama,0.0,0.0,0.0,0.0
Tumbes,2023,llama,0.0,0.0,0.0,0.0
Piura,2023,llama,0.0,0.0,0.0,0.0
Lambayeque,2023,llama,0.0,0.0,0.0,0.0
La Libertad,2023,llama,0.0,0.0,0.0,0.0
Cajamarca,2023,llama,0.0,0.0,0.0,0.0
Amazonas,2023,llama,0.0,0.0,0.0,0.0
Ancash,2023,llama,0.0,0.0,0.0,0.0
Lima,2023,llama,68.453325,18780.0,2120.0,32.28930424528302
Ica,2023,llama,0.0,0.0,0.0,0.0
Huánuco,2023,llama,0.0,3479.0,0.0,0.0
Pasco,2023,llama,129.9974803682673,44377.0,4437.0,29.298508083900675
Junín,2023,llama,256.83930000000004,74625.0,9188.0,27.953776665215504
Huancavelica,2023,llama,248.480073,129490.0,7834.0,31.718160965024257
Arequipa,2023,llama,461.2183,87938.0,13353.0,34.54042537257545
Moquegua,2023,llama,63.381679924,38208.0,1905.0,33.27122305721785
Tacna,2023,llama,153.4480507681571,28399.0,5408.0,28.3742697426326
Ayacucho,2023,llama,158.01255,78579.0,5640.0,28.016409574468085
Apurímac,2023,llama,278.84900700000003,72271.0,10090.0,27.636175123885035
Cusco,2023,llama,619.4330999999999,138750.0,20280.0,30.544038461538456
Puno,2023,llama,1583.1625,357075.0,39945.0,39.63355864313432
San Martín,2023,llama,0.0,0.0,0.0,0.0
Loreto,2023,llama,0.0,0.0,0.0,0.0
Ucayali,2023,llama,0.0,0.0,0.0,0.0
Madre de Dios,2023,llama,0.0,0.0,0.0,0.0
Tumbes,2022,llama,0.0,0.0,0.0,0.0
Piura,2022,llama,0.0,0.0,0.0,0.0
Lambayeque,2022,llama,0.0,0.0,0.0,0.0
La Libertad,2022,llama,0.0,0.0,0.0,0.0
Cajamarca,2022,llama,0.0,0.0,0.0,0.0
Amazonas,2022,llama,0.0,0.0,0.0,0.0
Ancash,2022,llama,0.0,0.0,0.0,0.0
Lima,2022,llama,59.7,19280.0,1963.0,30.412633723892004
Ica,2022,llama,0.0,0.0,0.0,0.0
Huánuco,2022,llama,0.0,3473.0,0.0,0.0
Pasco,2022,llama,122.04,44477.0,4193.0,29.105652277605536
Junín,2022,llama,248.49,64363.0,8850.0,28.07796610169492
Huancavelica,2022,llama,252.66,129392.0,8444.0,29.92183799147324
Arequipa,2022,llama,443.38,94914.0,12838.0,34.536532170119955
Moquegua,2022,llama,61.28,38357.0,1689.0,36.2818235642392
Tacna,2022,llama,149.23,28401.0,5134.0,29.06700428515777
Ayacucho,2022,llama,167.69,78476.0,5586.0,30.01969208736126
Apurímac,2022,llama,284.32,72260.0,10042.3,28.312239228065284
Cusco,2022,llama,614.58,139394.0,20037.0,30.67225632579728
Puno,2022,llama,1567.93,356625.0,39465.0,39.72963385278094
San Martín,2022,llama,0.0,0.0,0.0,0.0
Loreto,2022,llama,0.0,0.0,0.0,0.0
Ucayali,2022,llama,0.0,0.0,0.0,0.0
Madre de Dios,2022,llama,0.0,0.0,0.0,0.0
Tumbes,2021,llama,0.0,0.0,0.0,0.0
Piura,2021,llama,0.0,0.0,0.0,0.0
Lambayeque,2021,llama,0.0,0.0,0.0,0.0
La Libertad,2021,llama,0.0,0.0,0.0,0.0
Cajamarca,2021,llama,0.0,0.0,0.0,0.0
Amazonas,2021,llama,0.0,0.0,0.0,0.0
Ancash,2021,llama,0.0,0.0,0.0,0.0
Lima,2021,llama,63.390755000000006,18780.0,2126.0,29.81691204139229
Ica,2021,llama,0.0,0.0,0.0,0.0
Huánuco,2021,llama,0.0,3485.0,0.0,0.0
Pasco,2021,llama,119.081824,44276.0,4122.0,28.889331392527904
Junín,2021,llama,231.6708,63128.0,8361.0,27.708503767491923
Huancavelica,2021,llama,257.604357,129587.0,8199.3,31.41784749917676
Arequipa,2021,llama,435.1844,94372.0,12612.0,34.50558198541073
Moquegua,2021,llama,60.3646012,38059.0,1665.0,36.25501573573574
Tacna,2021,llama,144.84240000000003,28397.0,4938.0,29.332199270959908
Ayacucho,2021,llama,169.2683,78681.0,5520.0,30.66454710144928
Apurímac,2021,llama,285.362345,72280.0,10267.0,27.794131197039057
Cusco,2021,llama,614.9677499999999,144965.0,20127.0,30.554367267849155
Puno,2021,llama,1558.3015,359415.0,39745.0,39.20748521826645
San Martín,2021,llama,0.0,0.0,0.0,0.0
Loreto,2021,llama,0.0,0.0,0.0,0.0
Ucayali,2021,llama,0.0,0.0,0.0,0.0
Madre de Dios,2021,llama,0.0,0.0,0.0,0.0
Tumbes,2020,llama,0.0,0.0,0.0,0.0
Piura,2020,llama,0.0,0.0,0.0,0.0
Lambayeque,2020,llama,0.0,0.0,0.0,0.0
La Libertad,2020,llama,0.0,0.0,0.0,0.0
Cajamarca,2020,llama,0.0,0.0,0.0,0.0
Amazonas,2020,llama,0.0,0.0,0.0,0.0
Ancash,2020,llama,0.0,0.0,0.0,0.0
Lima,2020,llama,68.831775,19780.0,2296.0,29.978996080139368
Ica,2020,llama,0.0,0.0,0.0,0.0
Huánuco,2020,llama,0.0,3460.0,0.0,0.0
Pasco,2020,llama,107.9189665,46750.0,3856.0,27.987283843361
Junín,2020,llama,199.6704,65597.0,7247.0,27.55214571546847
Huancavelica,2020,llama,258.67530325,129197.66666666669,7612.86,33.97872852646706
Arequipa,2020,llama,380.5353,94372.0,11033.0,34.49064624308892
Moquegua,2020,llama,55.83951000000001,37865.0,1304.0,42.8217101226994
Tacna,2020,llama,137.097,27180.0,4656.0,29.44523195876289
Ayacucho,2020,llama,206.293707,78570.0,6966.0,29.614370801033598
Apurímac,2020,llama,283.57674,72240.0,9437.62,30.047484429337057
Cusco,2020,llama,574.8997499999999,148034.0,19393.0,29.644704274738302
Puno,2020,llama,1545.0135,369725.0,39884.0,38.73767676261158
San Martín,2020,llama,0.0,0.0,0.0,0.0
Loreto,2020,llama,0.0,0.0,0.0,0.0
Ucayali,2020,llama,0.0,0.0,0.0,0.0
Madre de Dios,2020,llama,0.0,0.0,0.0,0.0
Tumbes,2019,llama,0.0,0.0,0.0,0.0
Piura,2019,llama,0.0,0.0,0.0,0.0
Lambayeque,2019,llama,0.0,0.0,0.0,0.0
La Libertad,2019,llama,0.0,0.0,0.0,0.0
Cajamarca,2019,llama,0.0,0.0,0.0,0.0
Amazonas,2019,llama,0.0,0.0,0.0,0.0
Ancash,2019,llama,0.0,0.0,0.0,0.0
Lima,2019,llama,63.0,21780.0,2030.0,31.03448275862069
Ica,2019,llama,0.0,0.0,0.0,0.0
Huánuco,2019,llama,0.0,3513.0,0.0,0.0
Pasco,2019,llama,111.0,43880.0,3832.0,28.96659707724426
Junín,2019,llama,240.0,61081.0,8636.0,27.79064381658175
Huancavelica,2019,llama,269.0,131322.0,7899.0,34.054943663754905
Arequipa,2019,llama,324.0,88209.0,9379.0,34.54526068877279
Moquegua,2019,llama,59.0,38655.0,1353.0,43.60679970436068
Tacna,2019,llama,137.0,28405.0,4650.0,29.462365591397848
Ayacucho,2019,llama,252.0,79754.0,8451.0,29.818956336528224
Apurímac,2019,llama,284.0,72611.0,9923.0,28.62037690214653
Cusco,2019,llama,573.0,150801.0,19710.0,29.071537290715373
Puno,2019,llama,1537.0,369690.0,39927.0,38.49525383825481
San Martín,2019,llama,0.0,0.0,0.0,0.0
Loreto,2019,llama,0.0,0.0,0.0,0.0
Ucayali,2019,llama,0.0,0.0,0.0,0.0
Madre de Dios,2019,llama,0.0,0.0,0.0,0.0
Tumbes,2018,llama,0.0,0.0,0.0,0.0
Piura,2018,llama,0.0,0.0,0.0,0.0
Lambayeque,2018,llama,0.0,0.0,0.0,0.0
La Libertad,2018,llama,0.0,0.0,0.0,0.0
Cajamarca,2018,llama,0.0,0.0,0.0,0.0
Amazonas,2018,llama,0.0,0.0,0.0,0.0
Ancash,2018,llama,0.0,0.0,0.0,0.0
Lima,2018,llama,75.12011247999999,22126.0,2354.0,31.911687544604924
Ica,2018,llama,0.0,,0.0,0.0
Huánuco,2018,llama,0.0,3495.0,0.0,0.0
Pasco,2018,llama,119.035422,43590.0,4117.0,28.913145980082582
Junín,2018,llama,323.89341305925655,62556.0,11275.0,28.726688519667984
Huancavelica,2018,llama,339.2154002,128540.0,9733.0,34.8520908455769
Arequipa,2018,llama,354.3402,90122.0,10331.0,34.29873197173555
Moquegua,2018,llama,62.4806,38670.0,1454.0,42.97152682255845
Tacna,2018,llama,130.95499999999998,28405.0,4469.0,29.302976057283505
Ayacucho,2018,llama,244.08990000000009,82871.0,8081.0,30.205407746566024
Apurímac,2018,llama,286.218,72241.0,9623.0,29.743115452561568
Cusco,2018,llama,539.2174499999999,150238.0,18455.0,29.21795990246545
Puno,2018,llama,1528.2820000000002,370270.0,39834.0,38.36627002058543
San Martín,2018,llama,0.0,0.0,0.0,0.0
Loreto,2018,llama,0.0,0.0,0.0,0.0
Ucayali,2018,llama,0.0,0.0,0.0,0.0
Madre de Dios,2018,llama,0.0,0.0,0.0,0.0
Tumbes,2017,llama,0.0,0.0,0.0,0.0
Piura,2017,llama,0.0,0.0,0.0,0.0
Lambayeque,2017,llama,0.0,0.0,0.0,0.0
La Libertad,2017,llama,0.0,0.0,0.0,0.0
Cajamarca,2017,llama,0.0,0.0,0.0,0.0
Amazonas,2017,llama,0.0,0.0,0.0,0.0
Ancash,2017,llama,0.0,0.0,0.0,0.0
Lima,2017,llama,50.109622,21904.0,1597.0,31.377346274264244
Ica,2017,llama,0.0,0.0,0.0,0.0
Huánuco,2017,llama,1.2375,3530.0,45.0,27.5
Pasco,2017,llama,115.248112,44169.0,3896.0,29.58113757700205
Junín,2017,llama,272.73231,59605.0,9563.0,28.519534664854124
Huancavelica,2017,llama,375.8818770000001,127731.0,11023.0,34.099780186881986
Arequipa,2017,llama,380.4821999999999,87181.0,11994.0,31.722711355677838
Moquegua,2017,llama,77.2604,38640.0,1788.0,43.21051454138703
Tacna,2017,llama,129.123,28405.0,4418.0,29.226573110004527
Ayacucho,2017,llama,260.37225,85162.0,8586.0,30.325209643605877
Apurímac,2017,llama,291.4095,72980.0,9871.0,29.52178097457197
Cusco,2017,llama,525.5909999999999,142064.0,17966.0,29.25475898920182
Puno,2017,llama,1529.4008,394830.0,40001.0,38.23406414839629
San Martín,2017,llama,0.0,0.0,0.0,0.0
Loreto,2017,llama,0.0,0.0,0.0,0.0
Ucayali,2017,llama,0.0,0.0,0.0,0.0
Madre de Dios,2017,llama,0.0,0.0,0.0,0.0
