región,year,specie,carne,poblacion,produccion,rendimiento
Loreto,2017,ave,23703.73639308622,4158978.490583007,10952706.331588078,2.164189897498084
Ucayali,2017,ave,12044.96404630319,6058038.858826759,5591666.709505866,2.154091914281422
Madre de Dios,2017,ave,8393.457908269136,485976.3173059864,3865818.4410884823,2.1711981657125685
Tumbes,2024,ovino,35.3055,9937.0,2978.0,11.855439892545334
Piura,2024,ovino,1858.36851205462,243119.0,114971.0,16.163871764285958
Lambayeque,2024,ovino,383.8777,73114.0,24880.0,15.429168006430867
La Libertad,2024,ovino,3019.765072,368772.0,221021.0,13.662797073581244
Cajamarca,2024,ovino,872.9143999999999,483612.0,74335.0,11.742979753817178
Amazonas,2024,ovino,60.12101199999999,28823.0,3752.0,16.02372388059701
Ancash,2024,ovino,1476.8160342112003,671255.0,135246.0,10.91948929471373
Lima,2024,ovino,760.2646599999999,320363.0,63970.0,11.884706268563388
Ica,2024,ovino,140.9868,29991.0,12625.0,11.167271287128711
Huánuco,2024,ovino,1911.922421995175,527045.0,174789.0,10.938459639881083
Pasco,2024,ovino,1376.3280869488765,682406.0,116592.0,11.804648675056988
Junín,2024,ovino,3548.9452,1751173.0,303797.0,11.681962626359049
Huancavelica,2024,ovino,1211.988,622856.0,97429.0,12.439704810682652
Arequipa,2024,ovino,1520.5018999999998,200495.0,105611.0,14.397192527293557
Moquegua,2024,ovino,78.4538009808,48013.0,3804.0,20.625111789738952
Tacna,2024,ovino,215.67362,35840.0,8737.0,24.68508870321621
Ayacucho,2024,ovino,1739.8635,605887.0,142794.0,12.184430018067983
Apurímac,2024,ovino,762.5755999999999,454520.0,68602.0,11.115938310836418
Cusco,2024,ovino,4042.661600000001,1392545.0,312820.0,12.923283677514227
Puno,2024,ovino,8455.182999999999,2695590.0,588240.0,14.373696110431116
San Martín,2024,ovino,59.932706344404,9134.0,5153.0,11.629680001885626
Loreto,2024,ovino,36.0628,11274.0,2435.0,14.810184804928127
Ucayali,2024,ovino,31.0897,8195.0,2700.0,11.514703703703704
Madre de Dios,2024,ovino,25.751,4124.0,1456.0,17.686126373626372
Tumbes,2023,ovino,36.616,11437.0,3168.0,11.558080808080808
Piura,2023,ovino,1814.2130408935088,243119.0,110566.75413190268,16.408305146854627
Lambayeque,2023,ovino,397.16405,71310.0,24140.0,16.4525289975145
La Libertad,2023,ovino,2939.66886,369947.0,215320.0,13.65255833178525
Cajamarca,2023,ovino,913.42691,483579.0,78516.0,11.633640404503542
Amazonas,2023,ovino,55.28710000000001,28499.0,3480.0,15.887097701149427
Ancash,2023,ovino,1436.8788028763058,671820.0,134036.0,10.720096115046
Lima,2023,ovino,713.9445199999999,321147.0,56794.0,12.570773673275344
Ica,2023,ovino,144.9637574,30121.0,12129.0,11.951830934124825
Huánuco,2023,ovino,1801.7155046520704,527339.0,161862.0,11.131182764651806
Pasco,2023,ovino,1333.9349417423905,683544.0,112278.0,11.88064395288828
Junín,2023,ovino,3508.6795999999995,1652072.0,304399.0,11.526580573523566
Huancavelica,2023,ovino,1249.16972,623222.0,97296.77,12.8387583678266
Arequipa,2023,ovino,1848.6866,204621.0,128397.0,14.39820712321939
Moquegua,2023,ovino,77.152845625,48070.0,3626.0,21.27767391753999
Tacna,2023,ovino,209.164812,35869.0,8681.0,24.09455270130169
Ayacucho,2023,ovino,1752.0371999999998,635108.0,142224.0,12.318857576780289
Apurímac,2023,ovino,791.7210799999999,454659.0,69627.0,11.370891751762963
Cusco,2023,ovino,4045.134000000001,1381440.0,309247.0,13.080592536063408
Puno,2023,ovino,8477.459,2727605.0,607205.0,13.961444652135606
San Martín,2023,ovino,57.27401618,9161.0,5181.0,11.05462578266744
Loreto,2023,ovino,29.5648,11255.0,2195.0,13.469157175398632
Ucayali,2023,ovino,30.11715,8628.0,2564.0,11.746158346333852
Madre de Dios,2023,ovino,26.425559,4860.0,1637.0,16.142675015271838
Tumbes,2022,ovino,27.47,9637.0,2156.0,12.741187384044526
Piura,2022,ovino,1771.24,254704.0,112641.2,15.724619411014798
Lambayeque,2022,ovino,428.85,74798.0,26248.0,16.338387686680893
La Libertad,2022,ovino,2850.39,361175.0,210806.0,13.521389334269422
Cajamarca,2022,ovino,954.97,478462.0,84819.0,11.258916044754123
Amazonas,2022,ovino,53.85,28229.0,3395.0,15.86156111929308
Ancash,2022,ovino,1428.87,671255.0,132582.0,10.77725483097253
Lima,2022,ovino,663.59,303526.0,54211.0,12.24087362343436
Ica,2022,ovino,143.54,28666.0,13345.0,10.7560884226302
Huánuco,2022,ovino,1776.52,527045.0,158066.0,11.239102653322028
Pasco,2022,ovino,1364.19,682406.0,112599.0,12.1154717182213
Junín,2022,ovino,3400.46,1579259.0,300729.0,11.307389709672163
Huancavelica,2022,ovino,1305.23,622856.0,104760.0,12.459240168003054
Arequipa,2022,ovino,1972.24,202792.0,136204.0,14.480044638923967
Moquegua,2022,ovino,72.78,48013.0,3448.0,21.10788863109049
Tacna,2022,ovino,199.63,35840.0,8504.0,23.47483537158984
Ayacucho,2022,ovino,1703.98,647200.0,141460.0,12.045666619539093
Apurímac,2022,ovino,822.77,454520.0,70337.4,11.697475311854006
Cusco,2022,ovino,4030.43,1394173.0,304422.0,13.23961474532064
Puno,2022,ovino,8420.47,2772245.0,600435.0,14.023949303421684
San Martín,2022,ovino,58.2,9134.0,5176.0,11.244204018547142
Loreto,2022,ovino,28.65,11112.0,2278.0,12.576821773485513
Ucayali,2022,ovino,29.79,8531.0,2493.0,11.949458483754512
Madre de Dios,2022,ovino,28.21,5148.0,1610.0,17.52173913043478
Tumbes,2021,ovino,28.366681,9063.0,2324.0,12.205972891566264
Piura,2021,ovino,1767.70665798184,266289.40022,110536.07461298,15.992124418847984
Lambayeque,2021,ovino,448.4978397270294,73368.0,27955.2476,16.043422191940426
La Libertad,2021,ovino,2608.0328000000004,36171.0,196709.0,13.25832981714106
Cajamarca,2021,ovino,953.6187824,484087.0,83113.3,11.47372060067402
Amazonas,2021,ovino,50.70640000000001,27990.0,3190.0,15.895423197492168
Ancash,2021,ovino,1421.5318010752062,672384.0,131663.0,10.79674472763955
Lima,2021,ovino,707.6536920000001,294505.0,57729.0,12.25820111209271
Ica,2021,ovino,138.2890649445258,26813.0,13489.0,10.251987911967218
Huánuco,2021,ovino,1760.9815320000002,527633.0,154407.0,11.404803745944164
Pasco,2021,ovino,1366.2015440000002,684682.0,110795.0,12.330895293108895
Junín,2021,ovino,3204.1516,1611208.0,288554.0,11.10416629123145
Huancavelica,2021,ovino,1324.020357,623587.0,99893.2,13.254359225652998
Arequipa,2021,ovino,2040.8246,217639.0,140569.0,14.51831200335778
Moquegua,2021,ovino,71.20255,48127.0,3361.0,21.184930080333235
Tacna,2021,ovino,197.0844,35897.0,8458.0,23.30153700638449
Ayacucho,2021,ovino,1736.3570000000004,609447.0,146549.0,11.84830329787307
Apurímac,2021,ovino,848.4261769999999,454797.0,76264.8,11.1247413879011
Cusco,2021,ovino,3968.3852,1417593.0,302622.0,13.11334007441627
Puno,2021,ovino,8469.858,2787942.0,607120.0,13.950879562524706
San Martín,2021,ovino,60.58211999999998,9188.0,5001.0,12.114001199760043
Loreto,2021,ovino,28.856,10791.0,2117.0,13.630609352857816
Ucayali,2021,ovino,28.99756,8439.0,2476.0,11.711453957996769
Madre de Dios,2021,ovino,28.891000000000005,4669.0,1676.0,17.23806682577566
Tumbes,2020,ovino,29.791768,10210.0,2585.0,11.524861895551258
Piura,2020,ovino,1615.8146981683649,263119.0,115546.3807854072,13.984122109105751
Lambayeque,2020,ovino,476.2432228285444,73859.0,29877.520000000004,15.93985119342383
La Libertad,2020,ovino,2545.52536,360982.0,192047.0,13.25469994324306
Cajamarca,2020,ovino,907.5153324,484440.0,79719.0,11.383927701049938
Amazonas,2020,ovino,46.85120000000002,27990.0,2948.0,15.892537313432843
Ancash,2020,ovino,1275.2906898869946,670125.0,132083.0,9.655222018632182
Lima,2020,ovino,705.2715159999999,312547.0,57495.0,12.26665824854335
Ica,2020,ovino,130.74823375852233,26787.0,10985.0,11.902433660311546
Huánuco,2020,ovino,1740.2116,526457.0,154904.0,11.234129525383462
Pasco,2020,ovino,1351.307924,680129.0,108235.0,12.48494409386982
Junín,2020,ovino,2856.1028,1547309.0,265903.0,10.741145455297607
Huancavelica,2020,ovino,1359.11862,622124.0,100704.45,13.496112833146896
Arequipa,2020,ovino,2062.8644,190639.0,141481.0,14.580504802765034
Moquegua,2020,ovino,66.45091000000001,47899.0,3452.0,19.249973928157598
Tacna,2020,ovino,192.6204,35782.0,8281.0,23.260524091293323
Ayacucho,2020,ovino,1607.2859600000004,602326.0,136859.0,11.744101301339336
Apurímac,2020,ovino,887.10944,454242.0,78661.45,11.277562770582032
Cusco,2020,ovino,3742.5248000000015,1425497.0,295095.0,12.682440569985944
Puno,2020,ovino,8557.7855,2699105.0,614980.0,13.915550912224788
San Martín,2020,ovino,67.16044914941949,9080.0,6053.23,11.09497725171842
Loreto,2020,ovino,26.688,11303.0,2064.0,12.930232558139537
Ucayali,2020,ovino,27.961468000000004,8931.0,2648.7,10.556676105259186
Madre de Dios,2020,ovino,32.7436,6669.0,2043.0,16.02721488007832
Tumbes,2019,ovino,33.0,7515.0,2941.0,11.220673240394424
Piura,2019,ovino,1493.0,274119.0,120555.0,12.384388868151463
Lambayeque,2019,ovino,529.0,68325.0,31831.0,16.61901919512425
La Libertad,2019,ovino,2504.0,344949.0,188941.0,13.252814370623634
Cajamarca,2019,ovino,1211.0,480072.0,99840.0,12.129407051282053
Amazonas,2019,ovino,56.0,23047.0,3532.0,15.855039637599091
Ancash,2019,ovino,1403.0,671829.0,132633.0,10.578061266803887
Lima,2019,ovino,793.0,315962.0,64093.0,12.372645998783018
Ica,2019,ovino,128.0,27552.0,9044.0,14.153029632905795
Huánuco,2019,ovino,1799.0,529832.0,157449.0,11.425922044598568
Pasco,2019,ovino,1338.0,691923.0,107119.0,12.49078128063182
Junín,2019,ovino,3285.0,1516644.0,303867.0,10.810650712318218
Huancavelica,2019,ovino,1441.0,625574.0,110863.0,12.998024588907027
Arequipa,2019,ovino,2148.0,188221.0,146807.0,14.631454903376545
Moquegua,2019,ovino,82.0,49291.0,4033.0,20.33225886436896
Tacna,2019,ovino,187.0,36005.0,8114.0,23.046586147399555
Ayacucho,2019,ovino,1958.0,617461.0,166207.0,11.780490593055648
Apurímac,2019,ovino,920.0,456405.0,79281.0,11.604293588627792
Cusco,2019,ovino,3631.0,1443471.0,302899.0,11.987494181228726
Puno,2019,ovino,8679.0,2852165.0,629215.0,13.793377462393618
San Martín,2019,ovino,71.0,9269.0,6854.0,10.358914502480305
Loreto,2019,ovino,29.0,12385.0,2359.0,12.293344637558286
Ucayali,2019,ovino,28.0,10049.0,2288.0,12.237762237762238
Madre de Dios,2019,ovino,36.0,9494.0,2072.0,17.374517374517374
Tumbes,2018,ovino,33.8008,7450.0,2975.0,11.361613445378152
Piura,2018,ovino,1477.6333291950805,293119.0,129317.059491818,11.426437741484303
Lambayeque,2018,ovino,535.91032,67840.0,30784.0,17.40872920997921
La Libertad,2018,ovino,2453.0120320000005,333412.0,185193.0,13.245706004006632
Cajamarca,2018,ovino,1184.9984000000002,484116.0,100940.0,11.73963146423618
Amazonas,2018,ovino,53.68920000000001,24350.0,3378.0,15.893783303730018
Ancash,2018,ovino,1397.96157480396,671482.0,132673.9242237113,10.536822386038372
Lima,2018,ovino,820.7991360000001,326462.0,67076.0,12.236852764028864
Ica,2018,ovino,76.95829200000001,27535.0,5913.0,13.015100963977678
Huánuco,2018,ovino,1871.116772,530212.0,165231.0,11.324247701702465
Pasco,2018,ovino,1318.9424508000004,685310.0,104294.0,12.646388582277028
Junín,2018,ovino,3325.493682729301,1554849.0,314170.0,10.585013472735463
Huancavelica,2018,ovino,1394.9610284,630410.0,112783.0,12.368539836677511
Arequipa,2018,ovino,2093.7311,188490.0,141922.0,14.75268880089063
Moquegua,2018,ovino,86.6112,48970.0,4148.0,20.88023143683703
Tacna,2018,ovino,183.37352,36005.0,7828.0,23.4253346959632
Ayacucho,2018,ovino,1778.6608960000003,616828.0,149330.0,11.910941512087325
Apurímac,2018,ovino,931.549,457330.0,80659.0,11.549225752860808
Cusco,2018,ovino,3710.24865,1428736.0,287811.0,12.891267706932677
Puno,2018,ovino,8766.874,2876615.0,647020.0,13.54961824982226
San Martín,2018,ovino,66.81200000000001,11017.0,6120.0,10.91699346405229
Loreto,2018,ovino,39.353,11970.0,3361.0,11.708717643558463
Ucayali,2018,ovino,29.941496,9970.0,2472.0,12.11225566343042
Madre de Dios,2018,ovino,39.353,9430.0,2225.0,17.68674157303371
Tumbes,2017,ovino,36.930800000000005,7580.0,3096.0,11.928552971576227
Piura,2017,ovino,1359.70077427051,341213.0,115852.64246437096,11.736467510343315
Lambayeque,2017,ovino,539.008792,68810.0,28880.0,18.663739335180058
La Libertad,2017,ovino,2413.313596,356486.0,184002.0,13.115692198997838
Cajamarca,2017,ovino,1219.3388800000002,455567.03984489065,102957.0,11.843185796011928
Amazonas,2017,ovino,50.57680000000001,21743.7256194941,3305.0,15.30311649016642
Ancash,2017,ovino,1375.98640385396,672175.386867378,132418.9242237113,10.391161323205884
Lima,2017,ovino,976.1665720000002,305462.0,80867.0,12.071259871146452
Ica,2017,ovino,61.18441200000001,29996.0,5024.0,12.178425955414015
Huánuco,2017,ovino,1751.3514,529452.907119256,163418.0,10.7170042467782
Pasco,2017,ovino,1381.425084,698536.0,99700.0,13.855818294884656
Junín,2017,ovino,3300.2152,1478438.0,304545.0,10.836543696333877
Huancavelica,2017,ovino,1601.1004940000005,620737.0,126716.0,12.635345923166769
Arequipa,2017,ovino,2024.2035,187138.0,136584.0,14.820209541381123
Moquegua,2017,ovino,84.45456,49611.39750000001,3991.0,21.1612528188424
Tacna,2017,ovino,182.1532,36005.0,7851.0,23.201273723092594
Ayacucho,2017,ovino,1839.3472,611215.0,154484.0,11.906392895057094
Apurímac,2017,ovino,960.0232,455479.136049175,83655.0,11.475981112904188
Cusco,2017,ovino,3231.7132,1422140.0,287451.0,11.24265770513931
Puno,2017,ovino,8891.271,2950630.0,660964.0,13.451974691511188
San Martín,2017,ovino,59.78338977200001,7521.0,5439.0,10.991614225409084
Loreto,2017,ovino,35.906,12800.025,3115.0,11.526805778491171
Ucayali,2017,ovino,27.9644,10128.6675,2377.0,11.764577198148928
Madre de Dios,2017,ovino,45.67300000000001,9558.675,2349.0,19.443593018305663
Tumbes,2024,porcino,306.89045,30138.0,5560.0,55.19612410071942
Piura,2024,porcino,6103.003563855208,178258.0,116025.0,52.60088517699053
Lambayeque,2024,porcino,1602.4635,70216.0,30744.0,52.12280444964872
La Libertad,2024,porcino,23386.34949,113846.0,386387.0,60.52571512499125
Cajamarca,2024,porcino,5710.1829,291070.0,136492.0,41.83529364358351
Amazonas,2024,porcino,2026.0926105,101595.0,38532.0,52.58207750700716
Ancash,2024,porcino,1983.52944200278,195378.0,61258.0,32.3797183241246
Lima,2024,porcino,95076.896675,505821.0,1520451.0,62.53203600444868
Ica,2024,porcino,17055.628225,206409.0,405041.0,42.108399458326446
Huánuco,2024,porcino,8287.9129925,402369.0,231783.0,35.75720821846296
Pasco,2024,porcino,1452.6193993654967,54128.0,39436.0,36.834981327038776
Junín,2024,porcino,6074.736749999999,205337.0,128833.0,47.15202432606552
Huancavelica,2024,porcino,1367.586,156236.0,36574.0,37.39230054136818
Arequipa,2024,porcino,13346.929,133853.0,237857.0,56.1132487166659
Moquegua,2024,porcino,1345.25594216,13189.0,28766.0,46.76622166415214
Tacna,2024,porcino,3143.330416666667,38937.0,71337.0,44.06311474643827
Ayacucho,2024,porcino,3098.9568,120620.0,68090.0,45.51265677779409
Apurímac,2024,porcino,2312.2257,137124.0,54058.0,42.77305301712975
Cusco,2024,porcino,5978.902999999999,122046.0,149255.0,40.05830960436836
Puno,2024,porcino,2637.7010000000005,120010.0,76055.0,34.68149365590691
San Martín,2024,porcino,3100.62757,179557.0,79658.0,38.92412652376439
Loreto,2024,porcino,1847.98875,84245.0,43129.0,42.847938741913794
Ucayali,2024,porcino,987.55175,46211.0,24206.0,40.79780839461291
Madre de Dios,2024,porcino,1315.5332474999998,13075.0,21388.0,61.50800670936973
Tumbes,2023,porcino,339.86,27921.0,5883.0,57.769845317015125
Piura,2023,porcino,6027.886176796699,173258.0,114622.677020244,52.588949529874334
Lambayeque,2023,porcino,1562.3037399999998,65400.0,29125.0,53.64133012875536
La Libertad,2023,porcino,21036.274815,103302.0,354779.0,59.29402477316865
Cajamarca,2023,porcino,5722.52199,291453.0,139710.1,40.95997347364292
Amazonas,2023,porcino,1850.960085,98622.0,35262.0,52.491636464182406
Ancash,2023,porcino,1905.4247989,185907.0,60603.0,31.44109695724634
Lima,2023,porcino,93275.560435,503561.0,1474086.3,63.27686542843522
Ica,2023,porcino,14410.951315000002,195225.0,325151.0,44.320796537608686
Huánuco,2023,porcino,7711.910145499999,404816.0,203305.0,37.93271265094316
Pasco,2023,porcino,1443.5935257199292,53110.0,38740.0,37.263642894164406
Junín,2023,porcino,5937.071250000001,204941.0,127223.0,46.66665029122093
Huancavelica,2023,porcino,1402.41172,156101.0,34887.0,40.19869062974748
Arequipa,2023,porcino,12237.725,119024.0,218204.0,56.0838710564426
Moquegua,2023,porcino,1317.9349576805002,13211.0,27989.0,47.08760433314874
Tacna,2023,porcino,3015.98815,38469.0,70781.0,42.61013760755005
Ayacucho,2023,porcino,3060.82875,128976.0,67426.0,45.3953778957672
Apurímac,2023,porcino,2396.23784,138421.0,55581.7,43.111992616274776
Cusco,2023,porcino,5904.728250000002,122270.0,148458.0,39.77372893343573
Puno,2023,porcino,2632.25,118775.0,76790.0,34.27855189477796
San Martín,2023,porcino,3055.5476793000003,189557.0,77484.0,39.43456299752207
Loreto,2023,porcino,1947.50775,80560.0,47114.0,41.3360731417413
Ucayali,2023,porcino,917.858775,43606.0,20397.0,44.999694808060006
Madre de Dios,2023,porcino,1336.41297,8689.0,21406.0,62.43169999065682
Tumbes,2022,porcino,285.09,29764.0,5942.0,47.97879501851228
Piura,2022,porcino,6003.66,187581.0,114661.9,52.359676579578746
Lambayeque,2022,porcino,1521.26,68510.0,30240.0,50.30621693121693
La Libertad,2022,porcino,20469.35,112435.0,346595.0,59.05841111383603
Cajamarca,2022,porcino,5891.25,290457.0,142637.0,41.3023969937674
Amazonas,2022,porcino,1688.1,90502.0,32121.0,52.55440366115625
Ancash,2022,porcino,1856.85,180786.0,61807.0,30.042713608490946
Lima,2022,porcino,78327.06,501088.0,1241576.5,63.08677717402029
Ica,2022,porcino,13365.9,190521.0,280296.0,47.68494734138197
Huánuco,2022,porcino,8017.06,403999.0,211891.0,37.83577405364079
Pasco,2022,porcino,1451.12,52973.0,38987.0,37.22061199887142
Junín,2022,porcino,5510.86,195420.0,122779.0,44.88438576629554
Huancavelica,2022,porcino,1466.49,155982.0,35892.3,40.85806705059302
Arequipa,2022,porcino,11997.63,101411.0,214046.0,56.05164310475318
Moquegua,2022,porcino,1264.7,13175.0,26968.0,46.896321566300806
Tacna,2022,porcino,2888.59,37996.0,70732.0,40.83851721992875
Ayacucho,2022,porcino,2811.19,128847.0,61979.8,45.3565516506991
Apurímac,2022,porcino,2536.4,139127.0,60118.1,42.19028878158159
Cusco,2022,porcino,4583.99,122375.0,128736.0,35.607677728063635
Puno,2022,porcino,2636.13,120520.0,77210.0,34.142339075249325
San Martín,2022,porcino,3036.33,179855.0,74443.0,40.78731378370028
Loreto,2022,porcino,1824.08,93896.0,44014.0,41.44317717090016
Ucayali,2022,porcino,712.38,46852.0,15032.0,47.39089941458222
Madre de Dios,2022,porcino,1259.15,10964.0,19687.0,63.95844973840606
Tumbes,2021,porcino,306.00197,30512.0,6016.0,50.86468916223404
Piura,2021,porcino,6077.573808121612,177302.4624576,116132.965162272,52.33289100669607
Lambayeque,2021,porcino,1522.9777681454702,71922.0,29327.577072,51.92988716410218
La Libertad,2021,porcino,19651.8348975,110020.0,337947.0,58.15064166126641
Cajamarca,2021,porcino,5799.748787500001,292447.0,138143.4,41.983538753932514
